unique_carrier,origin,destination,departure_time,month,day_of_month,day_of_week,distance,is_delayed
XJ,QYV,YTL,923,1,26,4,374,0
NB,PDM,QTP,1350,6,7,3,386,0
NB,IQQ,OMH,1657,4,27,4,178,0
NB,ORN,OMH,700,9,12,1,989,0
TT,OMY,RIN,956,10,29,6,460,0
XJ,JNS,RVN,1255,8,21,1,487,0
AG,ULX,OJO,1824,9,4,1,1263,1
OZ,RIN,RPO,827,7,4,1,624,0
WT,PJT,PIH,749,5,30,2,679,0
VK,ORN,QFT,1719,11,20,7,725,0
WP,ULQ,RMT,2036,7,19,3,119,1
NB,OPA,RTQ,1150,11,24,5,437,1
TT,QFT,RIN,553,10,19,3,1389,0
OZ,CHP,SRW,2006,6,28,3,612,0
RQ,QJX,TVQ,557,5,16,2,303,0
TT,POI,RIN,552,1,11,3,1431,0
LU,ULX,YTR,1305,11,9,3,1956,0
OZ,CHP,MOL,2203,7,14,4,640,1
RQ,PQM,RJB,1038,8,3,4,391,0
MH,HSR,YTL,751,10,7,5,925,0
RQ,TVQ,OPA,1958,8,9,2,425,1
BN,PIH,RVN,809,8,31,3,2079,0
JG,TVQ,QJX,2255,8,10,3,303,0
OZ,OEJ,HSR,604,12,21,3,67,0
IQ,OMH,TVQ,2037,1,21,6,403,1
OZ,QTN,RIN,1103,11,17,5,140,0
NB,QTX,POI,1229,3,28,1,373,1
HH,PQM,OIS,2034,8,21,7,575,0
WP,UYV,MQV,655,1,29,7,366,0
WP,IQQ,RMT,1743,10,23,1,899,0
OZ,HSR,TVQ,1544,12,23,5,606,1
AG,RJB,STU,1424,5,20,6,301,0
JG,YQO,TVQ,1023,5,1,7,377,0
RQ,SRW,TVQ,1335,12,18,1,356,0
RQ,UGR,TVQ,1738,12,29,4,903,1
OZ,CBT,HSR,928,12,31,7,409,0
BN,OPU,MHP,1145,11,15,3,725,0
BN,OPU,HSR,1504,10,31,2,334,0
BN,RVN,OPU,912,2,22,2,528,0
C6,QFT,IQQ,1014,7,7,4,1076,0
HH,PIH,SRO,957,10,15,7,462,0
WP,YTR,MQV,844,5,19,4,321,0
TP,HTE,URX,1849,11,8,3,543,0
WT,CNY,HSR,1745,8,29,2,622,0
NB,PTB,PDM,2225,12,8,4,417,1
OZ,JNS,SRW,1838,3,10,4,416,0
NB,ULX,QTX,1230,12,5,1,370,0
RL,YTR,CRQ,1522,4,16,6,326,0
XJ,OFO,YTL,1800,6,5,7,554,0
RQ,IQQ,TVQ,2050,2,1,2,581,1
OZ,LPG,RIN,1053,2,7,1,603,0
RQ,PTB,MGF,638,7,28,5,1865,0
OZ,RPO,HSR,828,11,1,3,299,0
HH,CWS,PQM,939,1,13,5,574,0
NB,HBV,PDM,1245,9,11,7,333,0
IQ,TVQ,UBP,910,9,26,1,272,0
IQ,PSZ,CNY,1421,5,23,2,880,0
NB,URX,QTP,1615,1,19,4,762,1
BN,OJO,YBR,856,9,20,2,381,0
OZ,SPV,HSR,610,4,13,4,268,0
NB,SBH,HTE,916,10,8,7,180,0
HH,PQM,CKB,1855,1,13,4,347,0
NB,CBT,ULX,725,4,12,2,1448,0
TT,OYT,TVQ,2036,9,7,4,595,0
HH,PQM,PIH,1705,4,13,4,599,0
WP,ULQ,CRQ,1835,8,4,4,196,0
HH,HSR,MSN,2109,4,20,4,416,0
NB,VUT,CLO,1800,11,10,4,460,1
TT,QFT,RIN,645,5,12,4,1389,0
NB,PTB,PDM,1426,8,7,1,417,0
XJ,HSI,JNS,1008,5,24,2,284,0
NB,LHW,RTQ,1005,1,21,6,239,0
MH,PTV,YTL,1910,4,17,7,191,0
MH,YTL,HSR,1745,1,6,5,925,0
TT,PIH,HFF,1849,2,18,5,2338,0
HL,MGF,SHT,1030,4,6,4,282,0
TT,RIN,QTX,1122,8,8,1,1235,0
JG,TVQ,YQO,930,3,8,3,377,0
RQ,PQM,HFF,1222,5,12,4,2936,0
NB,CWS,ULX,1815,3,9,4,369,0
OZ,SRW,QFT,1428,2,7,1,431,1
BN,MQV,RVN,1438,7,25,2,500,0
HH,RJB,ITV,1149,3,5,6,844,0
NB,HEM,LHW,1301,9,8,5,419,1
HH,RJB,RPO,1649,11,12,7,589,1
C6,DIE,IQQ,630,7,10,7,1069,1
XJ,JNS,SHM,826,11,3,4,246,0
LT,HFF,LBQ,1704,11,21,1,100,0
OZ,TMV,RIN,1313,4,25,1,89,0
NB,URX,PQM,1904,8,31,4,630,1
NB,ULX,JQU,935,3,19,6,347,0
TT,MOL,HSR,1613,9,7,3,296,0
OZ,RIN,PRI,830,11,20,1,733,0
MH,YTL,OMH,1327,9,27,2,853,0
WP,RMT,QFT,1202,11,18,6,214,0
BN,RVN,CWI,1009,10,31,2,240,0
MH,YTL,HOT,2111,3,2,4,781,1
WT,RJB,OPU,1912,7,15,5,680,0
BN,RIN,RVN,1751,7,24,1,987,0
NB,ORN,QTP,1525,2,22,2,1521,1
LU,VUT,ULX,1657,9,3,6,1788,0
MH,YTL,TVQ,1848,9,29,4,689,0
RL,PTB,YTR,1225,8,4,4,2253,1
NB,IQQ,CNY,656,7,26,3,925,0
JG,TVQ,RLB,1435,4,2,7,171,1
NB,URX,POI,1320,4,2,7,479,0
AG,ULX,ITV,1720,1,3,2,493,0
AG,YTR,OLV,843,5,24,3,418,0
NB,HSI,CNY,1959,7,10,1,159,1
TP,PJT,HTE,1604,10,10,2,671,0
HL,MGF,PCB,1958,7,20,3,203,1
BN,QTX,YBR,1056,2,11,5,1814,0
OZ,PTB,QTX,1425,2,9,4,109,0
XJ,FPH,JNS,1534,3,20,1,446,1
OZ,RIN,OEJ,636,7,28,4,853,0
HL,MGF,YTR,910,11,29,3,388,0
WT,PIH,URX,1129,8,25,4,550,1
HL,RVN,MGF,1905,6,7,2,229,0
BN,OPU,CHY,2106,4,1,5,1142,0
TT,UPU,RIN,857,8,7,7,1126,0
NB,QTX,PDM,2029,7,3,1,308,0
HL,MGF,OLV,815,2,22,3,741,0
LU,QTP,PJT,32,3,18,5,866,1
NB,ORN,MOL,928,12,26,1,284,0
HH,PIH,SRR,2223,11,17,4,199,0
BN,YTL,OPU,1041,12,19,1,1034,0
HH,MUS,PQM,740,7,3,7,320,0
NB,PTB,ULX,1600,12,11,1,304,1
TT,OYT,PDW,1317,5,10,3,1045,0
NB,CWS,HTE,710,3,15,3,325,0
NB,ORN,CRQ,1000,5,1,7,777,0
NB,OPA,VUT,1205,6,12,1,487,0
WT,RJB,HOT,2139,6,21,2,472,1
OZ,HSR,SHM,1602,9,28,4,528,0
TT,CHP,PDW,920,1,14,5,1674,0
HH,HSR,INT,1057,2,14,2,157,0
NB,URX,CHY,755,5,13,6,344,0
NB,CNY,DTX,705,5,4,4,663,0
OZ,QFT,CFS,2117,5,20,5,378,0
OZ,HSR,LPG,1715,5,10,3,510,0
MH,YTL,RJB,2135,6,24,6,861,1
NB,VUT,CWI,1305,9,17,7,1054,0
TT,CHP,RIN,923,11,6,7,1562,1
HH,YTL,CUV,1550,1,20,4,79,0
WP,ULX,SBH,808,2,21,2,601,0
IQ,RTA,TVQ,540,3,3,5,432,0
XJ,CBT,YTL,739,5,5,4,657,0
WT,RJB,ORN,1329,8,22,2,895,0
NB,PBT,HTE,920,6,9,4,371,0
WT,PIH,YTR,954,7,1,6,2419,0
IQ,TVQ,ORN,1430,7,20,4,590,0
OZ,CBT,RMT,1221,5,27,6,562,0
RQ,JNS,TVQ,1436,4,1,5,745,1
HL,CLO,QFT,1025,11,6,7,866,0
BN,FSC,RVN,1757,7,26,3,288,0
RQ,PTB,MGF,638,6,9,5,1865,0
AG,LBQ,HFF,2344,9,23,6,100,1
TT,RIN,ORN,650,4,5,2,797,0
HH,PWB,PQM,812,12,4,1,223,0
C6,SPN,JNS,1128,8,30,3,1068,1
XJ,YTL,FSS,1325,1,30,7,1042,0
TP,TBM,PJT,559,12,22,5,1449,0
OZ,HSI,OYT,842,3,10,5,802,0
WP,MQV,VUT,1259,3,25,5,508,0
HH,QTX,UPU,1928,10,17,1,110,0
RQ,PQM,PIH,1138,3,2,4,599,1
RQ,PBT,TVQ,724,1,28,5,1919,0
MH,JNS,PDM,1742,1,13,4,2548,0
I9,ORN,RJB,1607,8,21,1,895,0
RQ,CNY,TVQ,1606,1,13,5,576,0
XJ,YTL,OHC,738,12,6,2,427,0
BN,CWI,RVN,1538,7,6,3,240,1
TT,PJT,RIN,1745,7,22,6,1660,0
WT,HEM,RJB,1312,2,27,1,495,0
RQ,OPA,TVQ,759,1,9,1,425,0
NB,ORN,CNY,615,3,15,2,611,0
TT,PQM,RIN,1644,4,11,2,988,0
OZ,CHP,DIE,1202,9,3,6,187,0
RQ,TVQ,UCY,1403,4,1,6,545,1
NB,QTX,POI,615,9,18,1,373,0
JG,MSN,TVQ,600,5,9,2,363,0
TT,QTX,QTP,754,9,19,1,236,0
LU,ULX,PTB,1821,7,25,1,304,1
TT,PDW,JNS,1832,12,25,1,1608,1
HH,PQM,CVO,1109,1,19,4,357,0
OZ,RIN,QTN,1254,10,1,7,140,1
TT,TWP,RIN,1416,7,13,4,190,0
OZ,PLG,RIN,1609,7,2,6,190,0
HL,MGF,RVN,1026,3,28,2,229,0
OZ,HSR,OJO,1005,10,1,6,491,0
NB,OLV,ORN,1013,11,14,2,838,0
XJ,RMT,MQJ,1824,3,30,4,310,0
OZ,MOY,HSR,654,8,7,1,135,0
IQ,RIN,ORN,1550,10,3,2,797,0
HH,RJB,OIS,1138,3,16,3,964,0
WT,RJB,URX,832,1,9,1,992,0
WP,VUT,MQV,1005,12,24,6,508,0
RQ,PTB,DIE,800,9,28,4,2446,0
RQ,CHP,QTP,1816,7,20,3,2381,0
AG,PTG,YTR,1437,7,27,4,515,0
HL,QFT,MQV,1130,3,31,4,544,0
NB,CWI,OMH,1842,11,14,2,1011,1
WP,QTP,OYT,2356,6,13,2,2175,0
HH,VWP,RJB,1259,6,24,6,639,0
RQ,TVQ,CBT,2143,9,4,1,214,0
HL,PSZ,MGF,550,3,4,5,812,0
HL,MGF,UNO,2025,7,25,1,810,0
WP,ULQ,CRQ,2238,3,15,3,196,0
HH,FDV,PQM,1630,8,30,2,217,0
BN,RVN,VUT,635,3,1,2,983,0
HH,PQM,PIH,638,7,1,5,599,0
TP,PJT,UPU,1528,12,12,1,987,0
C6,QTP,YTR,10,9,14,4,2066,1
HH,PFI,RJB,637,2,5,6,637,0
IQ,OMH,TVQ,1734,5,6,5,403,0
OZ,DIE,CHP,1706,3,8,3,187,1
HH,XBT,HSR,802,4,3,1,522,0
WP,MQV,PTG,2130,5,3,2,213,0
BN,OPU,OMY,1124,6,24,5,393,0
MH,MQJ,QTX,848,11,28,2,2053,0
WT,JNS,RJB,1828,11,17,5,1605,0
AG,HSR,MQV,1345,6,17,6,599,0
LU,QTX,QTP,958,11,2,3,236,1
TT,CWS,RIN,747,1,16,7,1231,1
XJ,YTL,SRW,742,6,29,4,1043,0
OZ,QTX,PTB,2143,1,7,5,109,0
OZ,RIN,TOT,1214,4,5,3,313,0
JG,TVQ,VAP,1651,5,18,3,152,0
WP,MQV,OAS,1758,5,19,4,156,0
NB,OPA,CBT,842,7,18,2,471,0
HL,PMJ,MGF,1344,2,21,2,383,0
TP,QTX,PJT,1833,3,13,1,954,1
NB,CNY,HSI,725,10,23,7,159,0
HH,PTB,QTX,2122,4,3,7,109,0
XJ,OIJ,YTL,1730,7,31,1,316,1
TT,VWP,RIN,525,8,9,2,813,0
AG,HSR,FSS,1139,2,15,3,137,1
NB,QTX,PDM,736,9,18,1,308,0
JG,TVQ,PLG,940,5,15,7,552,0
TT,VWP,RIN,1538,9,7,4,813,1
NB,PVQ,CNY,918,9,8,5,737,0
LT,EHT,LBQ,1856,2,13,1,163,0
NB,ULX,OMH,940,1,10,1,1848,0
BN,UYV,RVN,1652,1,20,4,201,0
BN,ORN,RVN,1810,3,15,3,229,1
HH,MTE,HSR,600,12,4,1,344,0
LU,ULX,VUT,1308,12,8,4,1788,0
LU,ULX,PIH,1613,4,28,4,651,0
OZ,RIN,HEM,738,2,17,4,175,0
NB,QTP,ULX,1237,12,30,5,256,0
RQ,PTB,PQM,607,12,7,3,626,0
HH,QTX,PTB,809,1,17,2,109,0
MH,JNS,QTP,1620,8,8,2,2227,0
LU,TCZ,ULX,1749,4,22,5,328,0
WP,OMH,ULQ,614,11,12,6,861,0
BN,IMT,FVI,1252,6,8,3,146,0
HH,JWF,URX,1152,8,17,4,106,0
WP,IQQ,QTP,2020,2,19,7,2174,0
NB,QTX,TCZ,1945,6,27,1,677,1
XJ,YTL,RIN,1040,11,2,4,224,0
RQ,DTX,TVQ,1700,9,21,4,270,0
RQ,TVQ,YBR,1554,7,13,3,432,0
XJ,YTL,PLG,2031,4,27,4,192,0
HL,OJO,MGF,1005,9,19,2,403,0
RQ,TVQ,ULQ,1138,8,2,2,665,0
HL,MLT,MGF,1413,3,28,2,278,0
WP,QTP,QTX,1219,8,25,5,236,1
HH,PJT,URX,1416,10,11,2,129,0
WP,ULQ,DTX,2006,6,7,3,742,1
MH,VUT,JNS,1857,12,13,3,998,1
NB,ORN,VUT,638,7,22,6,997,0
TT,HSR,QTP,1019,8,11,5,1515,0
TT,CNY,RIN,1817,3,27,7,1217,0
WP,MQV,IQQ,1352,3,1,2,631,0
RQ,YBR,TVQ,1623,11,18,6,432,0
WP,RIN,ULQ,1401,2,23,4,1302,0
TP,PJT,JNS,1341,12,28,4,2401,0
IQ,TVQ,OYT,759,5,4,3,595,0
TT,CHP,RIN,1003,11,27,1,1562,0
HH,PCT,QTX,1101,1,25,2,89,0
WT,HSR,RJB,1553,11,21,1,888,0
WP,MQV,IQQ,1131,5,2,2,631,1
OZ,INT,HSR,1236,5,7,6,157,0
TZ,LBQ,QYL,1304,6,6,2,102,0
RL,MQJ,YTR,1853,2,20,7,288,0
RQ,TVQ,HTE,2135,7,20,4,2130,1
OZ,PTB,PDM,1033,12,9,5,417,1
HH,QTX,POX,1100,5,18,3,135,0
OZ,QTX,PDM,1007,9,3,7,308,0
OZ,OTI,RIN,1335,7,14,5,309,0
I9,RJB,CBT,1501,7,7,5,1013,0
C6,OMH,DIE,1330,11,24,4,944,0
BN,QTP,YBR,1253,10,4,2,1591,0
HH,VWQ,PQM,825,4,18,2,926,0
NB,VUT,CRQ,1135,9,26,1,1111,1
WT,YTR,CRQ,1705,8,6,7,326,0
WP,RMT,TVQ,655,6,9,4,547,0
MH,YTL,TWP,2115,11,22,3,140,0
WP,OMH,MQV,1140,3,1,3,468,0
WP,MQV,OJO,1052,6,12,7,512,0
OZ,HSR,TVQ,2132,11,19,6,606,1
MH,MQJ,JNS,1949,1,2,7,404,0
BN,MHP,OPU,1432,8,22,2,725,0
WT,RJB,PBT,1804,4,22,5,846,0
RQ,MOL,QTX,1811,11,14,2,1996,1
TP,QTP,URX,1235,3,16,4,762,0
NB,CWS,POI,1535,11,7,1,358,0
HL,FSC,MGF,1025,5,9,1,416,0
NB,SBH,QTP,1646,9,11,1,345,0
TZ,HFF,LBQ,1451,6,29,4,100,0
AG,HFF,LBQ,1020,9,7,4,100,0
RQ,PQM,DTM,2029,7,16,6,205,0
NB,ULX,PVQ,1258,4,30,6,1262,0
OZ,INT,HSR,723,7,30,6,157,0
TT,CHP,RIN,1207,7,30,7,1562,0
HL,HSR,MGF,735,7,25,2,264,0
JG,TVQ,OHC,2130,8,23,3,302,1
IQ,TVQ,VUT,1251,3,18,5,406,1
TT,RIN,DIE,1639,9,16,6,1391,0
OZ,OQY,HSR,605,10,26,3,139,0
NB,IQQ,OMH,640,4,27,4,178,0
TT,RIN,QFT,1142,5,24,2,1389,1
WP,ULQ,MQV,806,2,27,1,448,0
RQ,TVQ,RMT,1526,10,31,2,547,0
RQ,TVQ,TQC,950,12,22,4,852,0
HH,HBV,QTX,1407,6,21,2,47,0
RQ,CRQ,TVQ,1406,12,11,7,859,0
TT,RIN,SRW,1933,6,15,4,1062,0
HL,LUB,MGF,555,10,18,2,597,0
OZ,CHP,RMT,1620,1,30,7,399,1
WT,PTB,HSR,1415,12,28,3,1723,0
OZ,RIN,UYV,1809,1,1,7,1068,1
OZ,SPV,HSR,1341,8,15,2,268,1
RQ,MGF,PQM,1921,9,14,3,1449,1
WP,ULX,QTX,1930,7,17,1,370,0
RQ,QFT,TVQ,1156,8,6,6,761,0
NB,CNY,TQC,1635,10,5,3,288,0
JG,TVQ,ULI,1700,1,25,2,508,0
XJ,CVG,MQJ,621,1,18,2,489,0
MH,OPA,YTL,1740,5,25,4,305,0
NB,ULX,HTE,945,12,30,5,646,0
C6,HTE,DIE,1328,5,5,5,2576,0
AG,IQF,ULX,1305,4,2,7,119,0
TP,HTE,PBT,1636,2,13,1,371,0
BN,OPU,UGR,1856,7,8,5,1116,0
TP,PYV,DBW,540,3,28,2,95,0
OZ,MQV,QFT,1044,6,29,3,544,0
BN,OPU,STU,1417,12,28,3,490,1
MH,YTL,PIH,1441,9,20,3,1635,0
WP,RMT,ULX,1028,11,29,3,1979,0
HH,MQR,QTX,1920,6,23,5,86,0
HH,JWF,PQM,652,12,19,1,619,0
NB,PRI,ORN,855,6,26,1,271,0
WT,TBM,HSR,742,8,15,1,2846,0
NB,QYV,RTQ,1503,9,24,7,296,0
RQ,PQM,PBT,756,8,26,6,588,0
TT,CHP,QTX,1737,5,24,2,2611,0
WP,ULX,PTB,2035,1,29,7,304,1
HH,RJB,ITS,1835,4,7,4,627,0
OZ,LHW,RIN,2110,5,29,1,247,1
TT,CBT,QFT,1553,11,17,4,764,1
MH,PTB,JNS,756,9,16,6,2425,0
NB,DTB,LHW,645,4,26,3,359,0
MH,ULX,JNS,1015,1,2,7,2133,1
WT,HFF,QTX,2227,6,8,4,2486,0
HH,HSR,CLO,1832,4,22,5,584,0
WT,HSR,MOL,735,5,20,6,296,0
XJ,OLV,JNS,620,1,26,4,209,0
WP,MQV,CHP,1748,2,2,4,728,0
TT,RTQ,PVQ,934,8,23,3,546,0
RQ,QTX,TVQ,558,3,30,4,1946,0
OZ,HSR,VGM,1905,1,23,1,224,0
RL,YTR,OMH,820,12,3,6,758,0
RQ,TVQ,PAS,2140,5,28,6,793,1
MH,PBT,JNS,2112,7,24,7,2433,0
OZ,HSR,HEM,1152,12,20,3,693,0
HL,SPN,CRQ,1455,6,15,4,1180,1
BN,RVN,OJO,1910,2,4,5,610,0
AG,YTR,HSI,826,4,3,1,157,0
TT,OMH,QFT,729,8,22,2,950,0
LT,LBQ,PDM,1428,3,26,7,2416,0
BN,OPU,PTB,2139,1,10,1,1532,0
BN,OJO,SPN,921,7,2,6,763,0
XJ,YTL,PTV,1041,8,11,5,191,0
C6,OMH,CHP,1327,4,19,2,1121,0
TT,PBT,PDM,1838,3,2,3,342,0
LT,PIH,LBQ,836,10,18,2,2398,0
HL,QJX,OMH,1725,6,26,7,689,1
MH,QTP,JNS,2118,7,4,1,2227,1
TT,TWP,HSR,1747,12,19,2,978,0
BN,OPA,OJO,1543,9,17,6,349,0
WP,CRQ,RMT,2034,11,6,7,313,0
BN,HSR,OPU,2105,5,14,7,334,0
OZ,DIE,CHP,2003,8,2,3,187,0
BN,VUT,RVN,1857,5,27,5,983,0
RQ,TVQ,QTX,1607,5,8,7,1946,1
TZ,LBQ,HFF,1223,8,9,3,100,0
BN,OEJ,OPU,1216,5,6,5,297,1
WP,RIN,MQV,1842,7,5,3,936,0
RL,YTR,TVQ,905,12,22,4,533,0
TP,FJF,PJT,2000,10,23,1,224,0
NB,PDM,PTB,1535,8,26,5,417,1
RQ,UYV,MGF,708,11,29,3,256,1
XJ,HSR,YTL,1523,11,13,7,925,0
NB,POI,HBV,955,5,24,3,389,1
LU,QTP,MQJ,2244,9,29,4,1825,0
RQ,MOL,MGF,1908,2,12,6,116,0
BN,DTM,CYQ,731,10,9,7,186,0
OZ,PCT,QTX,531,3,31,4,89,0
XJ,OPU,MQJ,1447,6,9,5,622,0
HL,OPB,MGF,1056,3,27,1,373,0
BN,OJO,VUT,917,4,13,4,656,0
WP,ULX,OPU,1221,8,4,5,1276,0
WT,RJB,ULX,1852,1,13,4,602,0
NB,OPA,ULX,725,2,6,7,1301,0
MH,RMT,JNS,1652,11,7,2,199,1
WT,MQJ,HSR,556,1,17,2,316,0
MH,YTL,JNS,602,7,2,6,1400,0
JG,TVQ,OQW,2151,1,6,5,448,1
IQ,CNY,RIN,910,2,10,4,1217,0
JG,TVQ,YPU,1352,11,30,3,795,0
NB,OPA,LHW,1135,2,12,7,303,0
TT,JNS,RIN,900,3,18,6,1372,0
OZ,HSR,CWI,1537,7,24,7,473,0
RQ,TVQ,YBR,757,4,1,6,432,0
TT,MQV,RIN,605,9,7,4,936,0
NB,ULX,HBV,1230,5,3,3,325,0
NB,CBT,PJT,1242,6,29,3,1977,0
WP,QTP,ULX,1903,7,5,3,256,0
XJ,MQJ,ULQ,1227,7,11,2,363,0
RQ,TVQ,CNY,1307,8,8,2,576,0
NB,PDM,SBH,1637,11,27,1,188,0
TT,OYT,QTX,1142,6,3,6,2342,0
XJ,JNS,HOT,1326,8,8,2,1133,0
BN,IBV,VUT,1447,2,28,1,1036,0
HH,FVI,PQM,1448,8,17,3,463,0
XJ,MQJ,YTR,1848,2,1,2,288,0
WT,POI,RJB,1559,11,14,2,910,0
NB,LHW,TCZ,800,8,13,6,759,0
NB,CNY,MQJ,1440,5,9,1,314,1
IQ,MTE,VUT,1047,6,2,4,894,0
BN,OJO,JNS,853,6,24,6,946,0
IQ,OMH,RIN,1406,10,1,6,984,0
OZ,PBT,PDM,1224,2,3,5,342,0
NB,OMH,CNY,1105,4,24,7,787,0
OZ,FSC,HSR,1218,6,15,4,174,0
HL,RMT,OPA,723,12,17,6,969,0
IQ,ULQ,OMH,905,12,13,3,861,0
NB,ULX,PTB,2200,12,19,1,304,1
BN,OPU,TBM,1144,12,10,7,2518,0
TT,HSR,PVQ,1213,1,19,4,258,1
OZ,RIN,VXE,949,7,12,2,181,0
NB,CNY,UGR,1100,7,28,4,328,0
WP,YTL,RMT,1644,7,4,1,1208,1
WP,QFT,CHP,1054,10,18,2,185,0
MH,TBM,PJT,1748,8,14,1,1449,0
WT,RJB,CHP,1530,9,7,4,1754,0
NB,SPN,ULQ,1409,12,7,4,992,1
WT,PIH,RJB,1115,3,9,3,967,0
WT,RJB,URX,832,11,13,7,992,0
RQ,UYV,TVQ,813,4,11,2,526,0
RQ,QFT,IQQ,745,8,25,4,1076,0
MH,JNS,SPN,809,2,25,5,1068,0
WP,OYT,MQV,1841,12,12,2,650,0
WT,PBT,HSR,1429,12,24,6,1726,0
BN,OPU,OJO,653,2,22,3,700,1
LT,LBQ,EHT,955,8,25,4,163,0
NB,VUT,SRW,1440,7,6,3,587,0
RL,TQC,YTR,824,4,18,1,325,0
HH,MYM,PIH,557,9,14,4,153,0
IQ,OMH,ULQ,1737,6,6,2,861,0
BN,OPU,UYV,1619,5,29,1,726,0
TT,HSR,TWP,1236,4,10,7,978,0
OZ,PDM,PTB,655,6,20,2,417,0
TT,OYT,HSR,1948,11,12,6,1197,0
HL,MGF,CRQ,855,8,28,1,661,0
TT,PDW,OYT,1330,8,3,3,1045,0
TT,RIN,YMV,1353,11,13,1,328,0
BN,OPU,OHV,2206,2,21,2,449,0
NB,QTP,ULX,1834,12,8,4,256,0
JG,TVQ,RVN,959,2,27,1,594,1
AG,YTR,JNS,1432,4,12,3,213,0
NB,HTE,CWS,936,9,11,1,325,0
NB,CNY,OMH,1850,2,2,3,787,1
NB,CLO,LHW,1146,12,1,5,570,1
TT,RIN,HEM,1117,7,8,6,175,0
C6,DIE,QFC,1838,2,14,1,2465,0
OZ,HSR,JGG,1250,5,10,3,273,0
HL,CFS,CHP,1124,7,25,2,201,0
WP,UYV,OMH,1533,9,14,4,834,0
NB,QTP,HBV,1035,5,12,5,197,1
WT,RJB,PVQ,1008,4,19,3,770,0
XJ,YTL,SPN,914,10,27,5,861,0
OZ,HSR,FSC,1051,5,1,1,174,0
XJ,CLO,JNS,949,3,29,2,850,0
HL,VAP,QFT,550,6,11,6,647,0
TT,TVQ,OYT,1114,11,22,3,595,0
LT,HFF,LBQ,726,12,30,5,100,0
WT,YTR,QTX,1445,6,19,1,2288,0
HL,PSZ,CHP,1420,4,8,6,1220,0
RQ,PQM,HTE,1206,9,21,4,588,0
JG,TVQ,VAP,822,9,25,7,152,0
WP,ULX,QTP,1011,6,19,1,256,1
NB,TCZ,ULX,1442,10,29,7,328,1
XJ,DTX,YTL,1130,7,27,4,817,0
TT,PVQ,PIH,908,2,20,7,1736,0
JG,QTB,TVQ,1610,10,13,4,630,1
TT,QFT,VUT,1516,3,25,5,1011,0
XJ,JNS,QYV,1931,12,26,2,1069,1
HL,OMH,SPN,820,2,23,3,133,0
TT,OMH,RIN,1433,3,30,4,984,0
XJ,OEJ,JNS,941,7,16,7,725,0
WP,OYT,MQV,1825,12,4,7,650,1
HH,PQM,UPM,821,8,10,4,521,0
JG,TVQ,VHQ,807,4,13,4,549,0
HH,QTX,CIQ,1332,11,7,2,109,0
NB,QTP,ORN,1545,1,22,6,1521,0
AG,RJB,TVQ,1218,3,26,7,1199,0
NB,IQQ,ORN,1655,4,30,6,1166,0
I9,RJB,QTX,1807,6,3,6,862,0
TT,OYT,JNS,815,7,15,6,1086,0
BN,RVN,CBT,854,3,14,1,457,0
OZ,MGF,RIN,1645,4,13,4,812,0
BN,PIH,RVN,1223,11,30,4,2079,1
MH,JNS,RJB,714,11,4,5,1605,0
MH,CNY,YTL,1632,1,9,1,1235,0
HL,MGF,ORV,1940,11,28,2,429,0
HH,UYL,PQM,937,3,8,2,150,0
HL,MGF,HSR,1230,3,2,3,264,0
TT,PIH,HFF,1923,12,16,5,2338,1
JG,DTB,TVQ,1350,11,27,1,341,1
XJ,ULQ,MQJ,1337,4,15,5,363,0
JG,QJX,TVQ,1625,10,8,7,303,1
WP,ULX,LBQ,1134,11,18,6,2917,0
HL,HSR,MGF,620,7,26,2,264,0
HH,RJB,OVD,2020,9,1,4,197,1
RQ,TCZ,TVQ,735,4,12,3,1269,0
HL,MGF,SRW,1337,8,8,1,390,0
LU,ULX,HBV,1627,5,6,5,325,0
WP,MQV,UGR,2131,11,25,6,683,0
WP,MQV,RIN,2126,4,10,7,936,1
HL,CFS,MGF,1425,2,5,6,906,0
IQ,TVQ,RMT,2246,4,25,1,547,0
BN,RVN,OPU,1934,12,15,4,528,1
C6,DIE,PDW,618,7,14,4,1597,0
OZ,HSR,YMV,1503,4,4,2,588,0
RQ,DTX,TVQ,1725,8,31,4,270,1
HL,MGF,QJX,1255,12,17,6,70,1
XJ,YTL,TCZ,1435,6,30,5,744,0
WP,PTB,ULQ,1408,9,14,4,2369,0
HH,PIH,OIS,1338,9,24,7,329,0
TT,HSR,JQU,1839,12,26,2,1236,1
NB,ORN,MQJ,1415,5,7,6,307,0
I9,RJB,YBR,1452,7,28,4,977,0
HL,CWI,MGF,910,12,2,6,410,0
NB,HTE,URX,725,8,23,2,543,0
NB,QTX,POI,2000,2,10,5,373,1
HH,RJB,OVD,1010,12,26,2,197,0
HL,MGF,CRQ,1054,10,8,7,661,0
XJ,RTQ,YTL,1854,9,26,1,217,0
NB,QTP,CWS,1449,12,3,6,223,0
XJ,OPU,MQJ,1214,5,5,4,622,0
RQ,UCY,TVQ,707,9,11,1,545,0
OZ,RIN,OHC,1248,8,26,5,540,0
HL,QFT,FPU,1656,8,30,2,610,0
AG,YTR,TVQ,1231,1,21,6,533,0
HL,MGF,PVQ,1631,1,1,6,307,0
NB,ULX,PDM,1320,7,31,7,621,0
OZ,COY,HSR,922,3,14,2,116,0
WP,OMH,RMT,1312,2,8,3,759,0
TT,HSR,CRQ,738,11,14,1,783,0
